job_pref,last_yr_income,expected_earn,reasons_to_code,months_programming,bootcamp_attend,age,gender
work for a medium-sized company,10000,400,To change careers,3,0,21,Male
work for a medium-sized company,14000,1000,To change careers,36,0,38,Male
work for a medium-sized company,45000,60000,To change careers,3,0,61,Male
work for a multinational corporation,40000,60000,To change careers,1,0,28,Male
work for a startup,6500,1800,To change careers,2,0,25,Male
work for a medium-sized company,6000,7000,To change careers,6,0,33,Male
work for a multinational corporation,0,30000,To succeed in current career,4,0,18,Male
work for a multinational corporation,41000,100000,To change careers,3,0,31,Male
work for a multinational corporation,75000,100000,To change careers,0,0,33,Female
work for a government,4000,7200,To change careers,2,0,27,Male
work for a medium-sized company,24000,25000,To change careers,2,0,36,Male
work for a medium-sized company,70000,75000,To change careers,24,0,38,Male
work for a startup,1800,150,To change careers,5,0,20,Male
work for a nonprofit,43500,45000,To succeed in current career,0,0,26,Male
work for a startup,10000,45000,To start a business or to freelance,1,0,35,Male
work for a medium-sized company,58000,65000,To change careers,1,0,30,Female
work for a startup,35000,50000,To create art or entertainment,0,0,24,Male
work for a startup,20000,45000,To change careers,2,0,38,Male
work for a startup,25000,20000,To change careers,2,0,28,Female
work for a startup,10000,20000,To create art or entertainment,1,0,33,Male
work for a multinational corporation,2000,20000,To change careers,9,0,26,Female
work for a medium-sized company,28000,28000,To change careers,2,0,25,Male
work for a startup,3500,7200,To change careers,18,0,26,Male
work for a startup,20000,40000,To succeed in current career,6,0,22,Male
work for a nonprofit,13000,20000,To succeed in current career,50,0,25,Male
work for a startup,2000,35000,To create art or entertainment,1,0,25,Female
work for a medium-sized company,70000,90000,To succeed in current career,36,1,29,Male
work for a medium-sized company,25000,35000,To change careers,2,0,24,Male
work for a government,32000,45000,To change careers,1,0,26,Male
work for a multinational corporation,50000,27000,To change careers,1,0,34,Male
work for a nonprofit,35000,80000,To change careers,10,0,29,Male
work for a medium-sized company,23000,35000,To change careers,6,0,24,Female
work for a multinational corporation,400000,80000,To change careers,12,0,45,Female
work for a nonprofit,15000,30000,As a hobby,2,0,28,Female
work for a medium-sized company,95000,80000,To change careers,120,0,40,Male
work for a multinational corporation,4200,20000,To change careers,1,0,24,Male
work for a medium-sized company,7500,1000,To change careers,1,0,27,Male
work for a medium-sized company,0,10000,To create art or entertainment,18,0,21,Female
work for a medium-sized company,30000,50000,As a hobby,1,0,26,Male
work for a multinational corporation,0,1000,To start a business or to freelance,12,0,21,Male
work for a medium-sized company,16000,20000,To change careers,4,0,34,Male
work for a medium-sized company,45000,65000,To change careers,1,0,27,Male
work for a medium-sized company,25000,2000,To succeed in current career,2,0,42,Male
work for a startup,12000,2000,To succeed in current career,7,0,21,Male
work for a medium-sized company,100000,50000,To change careers,2,0,46,Male
work for a medium-sized company,50000,80000,As a hobby,60,0,35,Male
work for a multinational corporation,65000,60000,To change careers,36,0,33,Male
work for a medium-sized company,5000,7200,To start a business or to freelance,12,0,30,Male
work for a medium-sized company,5000,40000,To change careers,12,0,26,Male
work for a multinational corporation,20000,12000,To change careers,0,0,30,Male
work for a nonprofit,7500,8000,As a hobby,0,0,18,Female
work for a medium-sized company,80000,85000,As a hobby,24,0,40,Male
work for a startup,7500,2500,To start a business or to freelance,1,0,27,Male
work for a medium-sized company,20000,10000,To change careers,1,0,30,Male
work for a medium-sized company,31000,33000,To change careers,1,0,31,Female
work for a multinational corporation,300,100,To change careers,3,0,27,Male
work for a medium-sized company,16000,40000,To change careers,9,0,36,Male
work for a nonprofit,35000,60000,To change careers,24,0,60,Female
work for a startup,10000,12000,To change careers,1,0,25,Female
work for a medium-sized company,22000,60000,To change careers,4,0,45,Male
work for a startup,4008,5726,To change careers,1,0,26,Male
work for a multinational corporation,15000,109000,To succeed in current career,1,0,25,Male
work for a multinational corporation,10000,45000,To change careers,6,0,17,Female
work for a medium-sized company,120,8500,As a hobby,28,0,19,Male
work for a medium-sized company,13000,40000,To change careers,2,0,20,Female
work for a startup,2400,4000,To start a business or to freelance,2,0,21,Male
work for a medium-sized company,45000,60000,To succeed in current career,0,0,31,Male
work for a startup,60000,80000,To change careers,2,0,24,Male
work for a multinational corporation,53000,80000,To change careers,3,0,44,Male
work for a government,50000,75000,To change careers,12,0,50,Male
work for a startup,25000,40000,To change careers,24,0,27,Male
work for a medium-sized company,35000,70000,To change careers,1,1,28,Female
work for a medium-sized company,23000,75000,To change careers,0,0,44,Female
work for a multinational corporation,5000,80000,To change careers,3,0,24,Male
work for a medium-sized company,81600,75000,To change careers,0,0,28,Male
work for a medium-sized company,38000,65000,To succeed in current career,4,0,28,Male
work for a medium-sized company,38000,65000,To change careers,3,0,31,Female
work for a nonprofit,45000,60000,To succeed in current career,25,0,47,Male
work for a startup,35000,45000,To change careers,1,0,26,Male
work for a medium-sized company,38000,60000,To change careers,3,0,32,Male
work for a multinational corporation,14000,120000,To succeed in current career,2,0,25,Male
work for a startup,175000,75000,To succeed in current career,0,0,49,Male
work for a multinational corporation,2500,80000,As a hobby,5,0,22,Male
work for a medium-sized company,51186,60000,To change careers,48,0,28,Female
work for a medium-sized company,40000,70000,To change careers,2,0,28,Male
work for a government,100000,60000,To change careers,3,0,49,Male
work for a startup,34000,30000,To start a business or to freelance,48,0,35,Male
work for a medium-sized company,55000,70000,To succeed in current career,0,0,28,Male
work for a startup,20000,40000,To change careers,2,0,24,Male
work for a multinational corporation,200,150000,To start a business or to freelance,1,0,34,Male
work for a medium-sized company,500,8000,To succeed in current career,50,0,22,Male
work for a medium-sized company,53000,40000,To create art or entertainment,5,0,23,Male
work for a medium-sized company,45000,50000,To change careers,0,0,30,Male
work for a startup,36000,45000,To change careers,6,0,27,Male
work for a startup,10600,25000,To succeed in current career,0,0,27,Male
work for a multinational corporation,12000,200000,To succeed in current career,12,0,38,Female
work for a medium-sized company,20000,60000,To change careers,60,0,37,Male
work for a medium-sized company,45000,60000,To change careers,12,0,47,Male
work for a medium-sized company,29000,48000,To change careers,3,1,54,Female
work for a multinational corporation,45000,55000,As a hobby,1,0,24,Male
work for a startup,28000,80000,To change careers,6,0,29,Male
work for a medium-sized company,2200,50000,As a hobby,40,0,22,Male
work for a medium-sized company,25000,90000,To change careers,1,0,26,Female
work for a startup,9300,60000,To change careers,4,0,36,Male
work for a medium-sized company,80000,70000,To change careers,1,0,35,Male
work for a government,40000,2500,To succeed in current career,40,0,30,Male
work for a startup,4300,80000,To change careers,36,0,32,Male
work for a medium-sized company,45000,50000,To change careers,24,0,35,Male
work for a medium-sized company,64000,80000,As a hobby,3,0,30,Male
work for a medium-sized company,19000,65000,To change careers,0,0,28,Male
work for a startup,0,4500,To create art or entertainment,12,0,25,Male
work for a medium-sized company,25000,30000,To change careers,1,0,29,Male
work for a multinational corporation,28000,70000,To change careers,3,0,35,Male
work for a startup,100,6000,To start a business or to freelance,6,0,21,Male
work for a startup,40000,55000,To change careers,0,0,28,Male
work for a medium-sized company,43000,45000,To change careers,2,0,27,Male
work for a startup,45000,63000,To change careers,7,0,32,Male
work for a nonprofit,19000,40000,To create art or entertainment,1,0,28,Male
work for a government,45000,50000,To change careers,0,0,33,Prefer not to say
work for a multinational corporation,8000,100000,To succeed in current career,1,0,17,Male
work for a government,75000,80000,To change careers,3,0,32,Female
work for a medium-sized company,45000,60000,To change careers,8,1,28,Male
work for a medium-sized company,13000,60000,To change careers,1,0,24,Female
work for a multinational corporation,500,1000,To succeed in current career,3,0,26,Male
work for a medium-sized company,40000,70000,To change careers,5,0,26,Male
work for a nonprofit,25000,1000,To succeed in current career,8,0,35,Male
work for a startup,75000,48000,To start a business or to freelance,12,0,32,Male
work for a medium-sized company,55000,60,To change careers,1,0,29,Male
work for a startup,72000,75000,As a hobby,48,0,51,Male
work for a government,35000,65000,To succeed in current career,0,0,29,Female
work for a medium-sized company,30000,1000,To change careers,0,0,28,Male
work for a startup,78000,70000,To succeed in current career,3,0,27,Male
work for a startup,0,50000,To start a business or to freelance,70,0,27,Male
work for a medium-sized company,9000,50000,To change careers,8,0,24,Male
work for a startup,9600,25000,To create art or entertainment,2,0,27,Female
work for a medium-sized company,14000,75000,To meet school requirements,24,0,24,Female
work for a government,3000,50000,To meet school requirements,12,0,22,Male
work for a government,8000,30000,To create art or entertainment,24,0,38,Male
work for a medium-sized company,46000,45000,To change careers,0,0,26,Female
